file,site_id,year,high_rh_count,low_rh_count,median_pm25_high_rh,median_pm25_low_rh,high_low_ratio,suspected_humidity_bias
Raw_data_1Hr_2021_site_1432_Sonia_Vihar_Delhi_DPCC_1Hr.csv,1432,2021,1434,3588,188.25,64.75,2.9073359073359075,True
Raw_data_1Hr_2021_site_1434_Wazirpur_Delhi_DPCC_1Hr.csv,1434,2021,231,4609,85.0,67.75,1.2546125461254614,False
Raw_data_1Hr_2021_site_1435_Vivek_Vihar_Delhi_DPCC_1Hr.csv,1435,2021,2154,3697,126.5,70.25,1.800711743772242,True
Raw_data_1Hr_2021_site_1560_Bawana_Delhi_DPCC_1Hr.csv,1560,2021,781,3772,180.0,69.0,2.608695652173913,True
Raw_data_1Hr_2021_site_1561_Mundka_Delhi_DPCC_1Hr.csv,1561,2021,659,4105,156.5,65.0,2.4076923076923076,True
Raw_data_1Hr_2021_site_1562_Sri_Aurobindo_Marg_Delhi_DPCC_1Hr.csv,1562,2021,1423,3887,107.0,50.25,2.129353233830846,True
Raw_data_1Hr_2021_site_1563_Pusa_Delhi_DPCC_1Hr.csv,1563,2021,848,4004,173.0,54.75,3.1598173515981736,True
Raw_data_1Hr_2021_site_301_Anand_Vihar_Delhi_DPCC_1Hr.csv,301,2021,1197,3503,148.25,84.25,1.7596439169139466,True
Raw_data_1Hr_2021_site_5024_Alipur_Delhi_DPCC_1Hr.csv,5024,2021,705,3915,36.0,61.25,0.5877551020408164,False
Raw_data_1Hr_2021_site_5393_Chandni_Chowk_Delhi_IITM_1Hr.csv,5393,2021,518,3973,42.2,75.32,0.5602761550716941,False
Raw_data_1Hr_2021_site_5395_Lodhi_Road_Delhi_IITM_1Hr.csv,5395,2021,2301,2551,73.61,66.07,1.1141213864083548,False
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,946,4516,45.95,82.905,0.5542488390326278,False
Raw_data_1Hr_2022_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2022,1548,3506,97.065,76.56,1.2678291536050157,False
Raw_data_1Hr_2022_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2022,1511,3841,94.98,108.68,0.8739418476260581,False
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,880,4735,60.730000000000004,75.0,0.8097333333333334,False
Raw_data_1Hr_2022_site_119_Sirifort_Delhi_CPCB_1Hr.csv,119,2022,314,997,48.25,115.0,0.41956521739130437,False
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2355,2933,70.75,73.75,0.9593220338983051,False
Raw_data_1Hr_2022_site_124_R_K_Puram_Delhi_DPCC_1Hr.csv,124,2022,1856,3051,86.5,75.0,1.1533333333333333,False
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,590,4497,104.5,84.75,1.233038348082596,False
Raw_data_1Hr_2022_site_1420_Ashok_Vihar_Delhi_DPCC_1Hr.csv,1420,2022,1682,3681,137.625,61.25,2.246938775510204,True
Raw_data_1Hr_2022_site_1421_Dr._Karni_Singh_Shooting_Range_Delhi_DPCC_1Hr.csv,1421,2022,1295,3786,54.5,63.25,0.8616600790513834,False
