file,site_id,year,timestamp,pm25,pm10
Raw_data_1Hr_2022_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2022,2022-01-07 20:00:00,109.86,93.82
Raw_data_1Hr_2022_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2022,2022-01-07 21:00:00,93.81,80.69
Raw_data_1Hr_2022_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2022,2022-01-07 22:00:00,68.63,63.1
Raw_data_1Hr_2022_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2022,2022-01-08 07:00:00,39.36,36.55
Raw_data_1Hr_2022_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2022,2022-01-08 14:00:00,54.42,50.82
Raw_data_1Hr_2022_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2022,2022-01-09 04:00:00,40.69,37.0
Raw_data_1Hr_2022_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2022,2022-01-09 09:00:00,16.33,14.28
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-01-03 14:00:00,107.75,80.97
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-01-05 11:00:00,301.77,102.36
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-01-05 12:00:00,272.55,133.54
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-01-05 13:00:00,298.68,282.0
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-01-06 00:00:00,111.81,109.31
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-01-09 00:00:00,25.32,22.43
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-02-26 04:00:00,6.37,5.63
Raw_data_1Hr_2022_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2022,2022-03-15 11:00:00,563.52,195.67
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,2022-05-04 23:00:00,129.0,82.5
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,2022-05-12 23:00:00,215.9,168.7
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,2022-06-25 17:00:00,25.23,16.5
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,2022-07-24 23:00:00,120.7,54.6
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,2022-07-29 23:00:00,89.7,43.4
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,2022-10-04 23:00:00,251.1,223.4
Raw_data_1Hr_2022_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2022,2022-12-19 23:00:00,463.6,457.6
Raw_data_1Hr_2022_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2022,2022-02-16 23:00:00,142.2,31.6
Raw_data_1Hr_2022_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2022,2022-03-18 07:00:00,269.83,266.5
Raw_data_1Hr_2022_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2022,2022-04-21 07:00:00,280.55,227.8
Raw_data_1Hr_2022_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2022,2022-08-27 15:00:00,225.35,103.2
Raw_data_1Hr_2022_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2022,2022-01-30 23:00:00,268.6,210.5
Raw_data_1Hr_2022_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2022,2022-03-12 23:00:00,228.5,171.0
Raw_data_1Hr_2022_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2022,2022-03-31 23:00:00,293.6,293.25
Raw_data_1Hr_2022_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2022,2022-09-12 23:00:00,131.0,100.2
Raw_data_1Hr_2022_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2022,2022-11-17 17:00:00,45.2,12.2
Raw_data_1Hr_2022_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2022,2022-12-28 23:00:00,381.7,323.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-08 23:00:00,25.0,24.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-22 23:00:00,99.0,94.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-23 23:00:00,205.0,203.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-24 23:00:00,149.0,144.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-25 23:00:00,333.0,316.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-26 23:00:00,296.0,281.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-27 23:00:00,264.0,250.0
Raw_data_1Hr_2022_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2022,2022-01-28 23:00:00,388.0,369.0
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-01-08 23:00:00,39.0,38.0
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-03-13 23:00:00,258.7,229.0
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-04-29 23:00:00,469.8,414.0
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-05-07 23:00:00,357.8,298.0
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-05-21 23:00:00,256.9,104.0
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-07-03 03:00:00,36.83,28.25
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-07-03 16:00:00,31.32,27.0
Raw_data_1Hr_2022_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2022,2022-07-11 16:00:00,41.96,40.25
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-04-25 23:00:00,189.0,132.0
